ham,Ok... Take ur time n enjoy ur dinner...
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,So what about you. What do you remember
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Lara said she can loan me  &lt;#&gt; .
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003092 from land line. Claim C52. Valid 12hrs only
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call  on 08002986905
ham,Its a part of checking IQ�.just did that for fun..
ham,Yup i've finished c ü there...
ham,Yeah I'll try to scrounge something up
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,"	Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app"
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
spam,Would you like to see my XXX pics ...they were nearly banned in the uk!
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,Yes fine
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,I anything lor. Just let me know..
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was sleeping!!"
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,Huh but i cant go 2 ur house empty handed right?
ham,I'm in town now so i'll jus take mrt down later.
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625"
ham,Thanx a lot 4 ur help!
ham,am up to my eyes in philosophy
ham,when you and derek done with class?
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets up in like 2 hits"
ham,"Ya, told..she was asking wats matter?"
ham,jay says he'll put in  &lt;#&gt;
ham,Ok i am on the way to home hi hi
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
spam,You are awarded a SiPix Digital Camera! call 09061221068 fromm landline. Delivery within 10 days.
spam,"Your K.Y.C has been updated successfully, you will get 1205 cashback in your wallet, To get cashback click here Link http://8629a7f1.ngrok.io"
spam,ROMCA Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,Hows the pain dear?y r u smiling?
ham,55 that's all? Guess that's easy enough
ham,In which place i can get rooms cheap:-)
ham,What time should I tell my friend to be around?
ham,K:)i will give my kvb acc details:)
ham,How long does it take to get it.
ham,Oh k. . I will come tomorrow
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
spam,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-7908807538 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.
ham,Oh k.k..where did you take test?
ham,The bus leaves at  &lt;#&gt;
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201
ham,Already am squatting is the new way of walking
ham,Every monday..nxt week vl be completing..
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Later i guess. I needa do mcat study too.
ham,But i haf enuff space got like 4 mb...
ham,Men like shorter ladies. Gaze up into his eyes.
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
ham,R u in this continent?
ham,Pandy joined 4w technologies today.he got job..
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? call 08000930705 NOW
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,"Jus chillaxin, what up"
ham,"That's good, because I need drugs"
ham,Am slow in using biola's fne
