ham,Oh ok no prob..
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,"Come round, it's . "
ham,Yes. Nigh you cant aha.
ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
ham,"Miss ya, need ya, want ya, love ya."
ham,"Hmm well, night night "
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham,Ok... Then r we meeting later?
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
spam,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now."
ham,Where do you need to go to get it?
ham,Hey i've booked the 2 lessons on sun liao...
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,No. I.ll meet you in the library
ham,But we havent got da topic yet rite?
ham,Not directly behind... Abt 4 rows behind ü...
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
ham,I am on the way to ur home
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,"Sir, waiting for your letter."
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,K. Did you call me just now ah?
spam,We regret to inform you that your NAB card is now locked. To unlock please update security details at http://www.nabmobile
ham,Pathaya enketa maraikara pa'
ham,Dunno y u ask me.
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Sorry . I will be able to get to you. See you in the morning.
ham,You said not now. No problem. When you can. Let me know.
ham,"Probably not, still going over some stuff here"
ham,Hello! Good week? Fancy a drink or something later?
ham,You will be in the place of that man
ham,But you dint in touch with me.
ham,did u get that message
ham,I don't think he has spatula hands!
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,I am on the way to office
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,I'm now but have to wait till 2 for the bus to pick me.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. CustCare:08718720201
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,Thank you baby! I cant wait to taste the real thing...
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,"Oh fine, I'll be by tonight"
ham,Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids .
ham,Hi Dev Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem.. Wating for your reply.
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,Dear i am not denying your words please
ham,What you need. You have a person to give na.
ham,Ok lor. Msg me b4 u call.
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,No:-)i got rumour that you going to buy apartment in Mumbai�
ham,Thinkin about someone is all good. No drugs for that
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,But i'm surprised she still can guess right lor...
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only ..To stop go2 notxt.co.uk
spam,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team."
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,Umma my life and vava umma love you lot dear
ham,"Sorry, I'll call later..busy in meeting"
ham,Yup ok thanx...
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,Thought praps you meant another one. Goodo! I'll look tomorrow
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,I had askd u a question some hours before. Reply to that
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,Also remember the beads don't come off. Ever.
ham,I know a few people I can hit up and hit to the yes
ham,Sent me de webadres for geting salary slip
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Easy ah?sen got selected means its good..
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,(You didn't hear it from me)
ham,Ok... U enjoy ur shows...
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,You tell what happen dont behave like this to me. Ok no need to say
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,What about this one then.
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life�."
ham,You were supposed to wake ME up &gt;:(
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max
ham,Even if he my friend he is a priest call him now
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham,Ü give me some time to walk there.
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind.
ham,Tomorrow i am not going office. . . So i can come wherever say. . . Tell me where and when to come..
ham,"Just wondering, the others just took off"
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Hows that watch resizing
spam,"	Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app"
ham,Alright. I'm out--have a good night!
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,Anything lor... U decide...
ham,I'm not coming home 4 dinner.
ham,Have you always been saying welp?
ham,Beerage?
ham,I'm at home. Please call when u wll be free�
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
ham,I'm home.
ham,Also where's the piece
ham,Hey anyway i have to :-)
ham,"Sorry,  in meeting I'll call you later"
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
ham,Oh just getting even with u.... u?
ham,"Excellent, I'll see what riley's plans are"
ham,Great! I have to run now so ttyl!
ham,So can collect ur laptop?
spam,85233 FREE>Ringtone!Reply REAL
ham,Send me your id and password
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,A guy who gets used but is too dumb to realize it.
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
spam,"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Where did u go? My phone is gonna die you have to stay in here
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,what are your new years plans?
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,i see. When we finish we have loads of loans to pay
spam,"	Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412"
ham,Ok lor but not too early. Me still having project meeting now.
ham,It means u could not keep ur words.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
ham,Okie�that�s nice�
ham,Can i get your opinion on something first?
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
ham,Hi! You just spoke to DEEPAK. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Only once then after ill obey all yours.
ham,How are you enjoying this semester? Take care brother.
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,He remains a bro amongst bros
ham,Pls pls find out from aunt nike.
ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
ham,You are right. Meanwhile how's project twins comin up
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
spam,"Mobile Internet ka full fayda. Ab karo download MP3, images, videos, games sirf Re1 mein. Click Now! http://10.11.233.29/vodafone/66826/index.php3 Surfing@10p/10kb"
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Gd luck 4 ur exams :-)
ham,My phone is ringing�
spam,"	07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow"
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,"sry can't talk on phone, with parents"
ham,Stupid.its not possible..U!!
ham,Wat's my dear doing? Sleeping ah?
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,She doesnt need any test.
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,"Oh k...i'm watching here:), I hv been attentive all times"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,Siva is in hostel aha:-.
ham,"So check your errors and if you had difficulties, do correction."
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,5000 ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,Wot about on wed nite I am 3 then but only til 9!
ham,Whatsup there. R u  sleeping?
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,Why tired what special there you had
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Customer place i will call you when I wll be free
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,Sent me ur email id soon
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,"Haha awesome, omw back now then"
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Ill call you evening ill some ideas.
ham,Oh k:)after that placement there ah?
ham,Wat uniform? In where get?
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Morning only i can ok.
ham,I can send you a pic if you like :)
ham,on a Tuesday night r u 4 real
ham,That's cause your old. I live to be high.
ham,TELL HER I SAID EAT SHIT.
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
spam,Win a £1000 cash prize or a prize worth £5000
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,I think steyn surely get one wicket:)
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,"Today is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! GOOD LUCK!!!"
ham,"Aight, I'll ask a few of my roommates"
ham,Love you sushma..love u lot..
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Can you talk with me..
ham,Happy birthday... May ur wishes come true and stay blessed...
ham,Oops i thk i dun haf enuff... I go check then tell ü..
ham,Also hi wesley how've you been
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
ham,I doubt you could handle 5 times per night in any case...
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,Umma. Did she say anything
ham,Come to my home for one last time i wont do anything. Trust me.
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,"This is one of the days you have a billion classes, right?"
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,So how's the weather over there?
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,Yes da. Any plm at ur office
ham,Okay but i thought you were the expert
ham,Sure! I am driving but will reach my destination soon.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077..zed POBox 36504 W45WQ norm150p/tone 16+
ham,So how many days since then?
ham,No no. I will check all rooms befor activities�that�s required�
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Hope you are not scared!
ham,"Say this slowly.? GOD,I LOVE YOU, I NEED YOU."
ham,Dear where you will be when i reach there
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,I fetch yun or u fetch?
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,Then we gotta do it after that
ham,So why didnt you holla?
ham,Yeah right! I'll bring my tape measure fri!
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
spam,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,"It‘s £6 to get in, is that ok?"
spam,"	Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,Ü thk of wat to eat tonight.
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
ham,You made my day. Do have a great day too.
ham,Nope. I just forgot. Will show next week
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,What is the plural of the noun research?
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
ham,U coming 2 pick me?
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Dude im no longer a pisces. Im an aquarius now.
ham,Am I the only one who doesn't stalk profiles?
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Really good:)dhanush rocks once again:)
ham,Oh ho. Is this the first time u use these type of words? But its not appreciated�
spam,"	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm"
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,That is wondar full flim.
ham,Nope watching tv at home... Not going out. V bored...
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Many times we lose our best ones bcoz we are
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Hey mr whats the name of that bill brison book the one about language and words
ham,I dunno they close oredi not... Ü v ma fan...
ham,I wnt to buy a car urgently..
ham,Shall i come to pick that?
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,Are you available for soiree on June 3rd?
ham,Am surfing online store. For offers do you want to buy any thing.
